"mm","mdd","dd","hr","Ts_c","VPD","precip","uh","O3_ppb_zR","Rn_MJ","P_kPa","PAR"
7,27,208,1,11.8026,0.373357979,0,2.32087,30,0,101.455,0
7,27,208,2,10.7737,0.252034631,0,2.19301,30,0,101.49,0
7,27,208,3,10.1109,0.161222751,0,2.12436,30,0,101.528,0
7,27,208,4,9.69795,0.147376416,0,2.4865,30,0,101.553,34.80687945
7,27,208,5,9.68629,0.199224061,0,1.89528,30,0,101.56,211.4678385
7,27,208,6,10.7456,0.279346715,0,1.78383,30,0.2990394,101.578,429.286149
7,27,208,7,12.6325,0.466212395,0,1.22645,30,0.7207776,101.59,712.560798
7,27,208,8,15.0213,0.791145586,0,1.65276,30,1.1020932,101.618,948.8629305
7,27,208,9,16.4847,1.018686497,0,2.1852,30,1.525446,101.625,1213.78743
7,27,208,10,17.2327,1.150983058,0,2.2563,30,1.2573072,101.598,1015.483248
7,27,208,11,18.5309,1.273487179,0,2.55186,30,1.9894104,101.562,1483.830558
7,27,208,12,19.4487,1.379185145,0,2.92192,30,2.120868,101.538,1562.48757
7,27,208,13,20.1796,1.480098634,0,3.72092,30,2.1294432,101.522,1542.276288
7,27,208,14,21.0892,1.652851882,0,3.25154,30,1.8971964,101.505,1400.221494
7,27,208,15,21.3542,1.678812301,0,3.24672,30,1.7828136,101.522,1311.791994
7,27,208,16,20.6747,1.466625173,0,3.36526,30,0.4400784,101.532,364.4261955
7,27,208,17,20.3683,1.40104333,0,2.39553,30,0.3827988,101.553,341.321418
7,27,208,18,20.1127,1.349498172,0,2.74939,30,0.4714128,101.568,439.5254625
7,27,208,19,19.4743,1.217708659,0,2.30738,30,0.08311068,101.592,172.2392784
7,27,208,20,18.6304,1.052788861,0,1.54373,30,0,101.625,46.20976065
7,27,208,21,17.8719,0.925553925,0,0.786821,30,0,101.652,1.761953675
7,27,208,22,18.0335,0.894409154,0,0.904373,30,0,101.677,0
7,27,208,23,17.6897,0.8885542,0,1.48795,30,0,101.692,0
7,27,208,24,16.5478,0.676483064,0,2.5674,30,0,101.692,0
7,28,209,1,15.1728,0.598442499,0,2.77947,30,0,101.677,0
7,28,209,2,14.4824,0.543152415,0,2.68691,30,0,101.68,0
7,28,209,3,14.2112,0.519057113,0,2.54372,30,0,101.69,0
7,28,209,4,13.3601,0.432018734,0,2.77794,30,0,101.677,22.4068014
7,28,209,5,13.9722,0.492448066,0,2.74435,30,0.05905188,101.652,158.7753729
7,28,209,6,15.0653,0.580193142,0,2.60189,30,0.19634328,101.675,180.0517163
7,28,209,7,16.4113,0.629898827,0,2.91066,30,0.4976712,101.64,450.4290255
7,28,209,8,17.7149,0.803219965,0,2.20592,30,0.8083296,101.647,669.8411235
7,28,209,9,17.5665,0.776583994,0,2.39272,30,1.1199564,101.653,920.604564
7,28,209,10,19.2802,1.067061182,0,2.76014,30,1.7979624,101.662,1311.625418
7,28,209,11,19.2348,1.104553329,0,2.64857,30,1.4193504,101.668,1060.263536
7,28,209,12,19.681,1.186987458,0,2.25183,30,1.7226936,101.65,1279.212921
7,28,209,13,20.2984,1.340355024,0,3.06597,30,2.048472,101.643,1485.393498
7,28,209,14,20.4648,1.342592392,0,2.67505,30,1.2071196,101.642,940.4189415
7,28,209,15,20.6331,1.378575199,0,2.34596,30,1.5294852,101.63,1140.748776
7,28,209,16,20.9619,1.506008561,0,2.85499,30,1.0096632,101.6,801.224739
7,28,209,17,21.0319,1.474264319,0,2.27949,30,0.5917464,101.598,547.1708985
7,28,209,18,20.8354,1.423329296,0,2.49336,30,0.326475,101.597,396.2073465
7,28,209,19,20.5107,1.394518188,0,2.60053,30,0.010089,101.625,209.573802
7,28,209,20,19.5174,1.211883921,0,1.72079,30,0,101.637,60.6046437
7,28,209,21,18.2663,0.983146817,0,2.19016,30,0,101.648,3.058488495
7,28,209,22,17.4191,0.896218315,0,2.33608,30,0,101.663,0
7,28,209,23,15.9953,0.696291591,0,2.32991,30,0,101.677,0
7,28,209,24,15.1877,0.588384765,0,2.34833,30,0,101.685,0
7,29,210,1,14.568,0.472835082,0.012916667,2.65888,30,0,101.71,0
7,29,210,2,14.626,0.41097764,0.012916667,2.37576,30,0,101.693,0
7,29,210,3,14.8154,0.436571752,0.012916667,2.10832,30,0,101.69,0
7,29,210,4,15.5962,0.549872911,0.012916667,2.27196,30,0,101.672,28.85619105
7,29,210,5,14.3401,0.447360539,0.012916667,2.67465,30,0,101.667,132.4124825
7,29,210,6,15.4402,0.628381645,0.012916667,2.39766,30,0.29954376,101.632,426.094461
7,29,210,7,17.4691,0.835504615,0.012916667,2.18159,30,0.4243788,101.582,486.5329395
7,29,210,8,19.8912,1.129549077,0.012916667,2.03696,30,1.0046412,101.548,868.37769
7,29,210,9,21.6844,1.379345973,0.012916667,2.78045,30,1.1257272,101.513,877.586697
7,29,210,10,23.3602,1.637996371,0.012916667,3.92502,30,1.711062,101.467,1307.635808
7,29,210,11,23.7754,1.707687081,0.012916667,3.28076,30,2.0154492,101.45,1494.337217
7,29,210,12,24.7109,2.029766407,0.012916667,3.35793,30,2.1284208,101.397,1566.144027
7,29,210,13,25.432,2.311248362,0.012916667,3.79782,30,2.0727,101.357,1526.583137
7,29,210,14,26.1908,2.675024115,0.012916667,3.59402,30,1.8728424,101.328,1413.187727
7,29,210,15,26.5079,2.833872967,0.012916667,3.53953,30,1.6852248,101.305,1292.277866
7,29,210,16,26.7431,2.872344037,0.012916667,3.46348,30,1.3465512,101.285,1066.980065
7,29,210,17,26.7291,2.842488265,0.012916667,3.35762,30,0.9604476,101.268,817.878276
7,29,210,18,26.1305,2.732960056,0.012916667,2.58027,30,0.4111344,101.268,493.0150275
7,29,210,19,25.6374,2.596538053,0.012916667,1.97498,30,0.09339444,101.263,290.6883315
7,29,210,20,24.575,2.308364979,0.012916667,1.48733,30,0,101.28,54.68706495
7,29,210,21,22.7069,1.912319717,0.012916667,2.31947,30,0,101.31,1.263287385
7,29,210,22,21.9471,1.692897905,0.012916667,2.07417,30,0,101.325,0
7,29,210,23,18.8737,1.131549387,0.012916667,2.27039,30,0,101.377,0
7,29,210,24,18.5794,0.995537071,0.012916667,1.96424,30,0,101.41,0
7,30,211,1,15.0084,0.609370395,0.020833333,3.52283,30,0,101.472,0
7,30,211,2,14.924,0.575583973,0.020833333,3.179,30,0,101.5,0
7,30,211,3,14.3465,0.459362946,0.020833333,2.83151,30,0,101.53,0
7,30,211,4,13.4292,0.317508964,0.020833333,2.06591,30,0,101.557,22.0078404
7,30,211,5,13.3667,0.268080053,0.020833333,1.55763,30,0,101.558,188.8282413
7,30,211,6,14.4736,0.335957637,0.020833333,1.9512,30,0.26315928,101.578,413.792478
7,30,211,7,15.8221,0.531394054,0.020833333,1.56236,30,0.659232,101.575,669.8411235
7,30,211,8,16.8218,0.711980735,0.020833333,1.63768,30,1.06911,101.568,924.162309
7,30,211,9,18.0681,0.894142796,0.020833333,1.70501,30,1.4525568,101.557,1156.141679
7,30,211,10,19.5124,1.065248802,0.020833333,1.64867,30,1.7618256,101.542,1343.406569
7,30,211,11,20.9358,1.2818623,0.020833333,1.46597,30,1.9810584,101.517,1471.730112
7,30,211,12,21.9178,1.519321329,0.020833333,1.47991,30,2.0823516,101.493,1527.913692
7,30,211,13,23.1046,1.759645887,0.020833333,1.48511,30,2.3219208,101.45,1662.552747
7,30,211,14,24.3662,1.987767214,0.020833333,1.35233,30,1.9250208,101.4,1406.504102
7,30,211,15,24.962,2.116540939,0.020833333,1.9118,30,1.50777,101.348,1134.20088
7,30,211,16,24.2691,1.817898362,0.020833333,3.04698,30,0.669096,101.325,541.451772
7,30,211,17,22.8899,1.491053321,0.020833333,2.77838,30,0.435978,101.317,444.94434
7,30,211,18,23.551,1.658030178,0.020833333,3.22438,30,0.513648,101.298,505.4157225
7,30,211,19,21.7105,1.393913038,0.020833333,3.18219,30,0,101.307,45.6777441
7,30,211,20,17.6917,0.457243412,0.020833333,4.11389,30,0.0024336684,101.368,57.1139406
7,30,211,21,17.0348,0.527564872,0.020833333,4.74611,30,0,101.352,2.127634335
7,30,211,22,18.7821,0.956458587,0.020833333,2.88764,30,0,101.315,0.13305555
7,30,211,23,16.0343,0.524389926,0.020833333,1.0509,30,0,101.41,0
7,30,211,24,15.6703,0.484730789,0.020833333,2.42325,30,0,101.47,0
7,31,212,1,14.3972,0.301991991,0,2.6203,30,0,101.455,0
7,31,212,2,13.9792,0.171604659,0,2.73326,30,0,101.427,0
7,31,212,3,13.7681,0.088575758,0,2.81009,30,0,101.423,0
7,31,212,4,13.1749,0.037169949,0,3.17796,30,0,101.405,21.8416752
7,31,212,5,13.3968,0.020523452,0,2.79944,30,0,101.41,174.4335639
7,31,212,6,14.5351,0.082874013,0,2.76495,30,0.28473804,101.39,411.797673
7,31,212,7,16.5621,0.275294368,0,2.28887,30,0.6745464,101.395,668.8786815
7,31,212,8,19.2394,0.589175423,0,1.49424,30,1.0713852,101.405,928.4830155
7,31,212,9,21.8635,1.112663506,0,2.49417,30,1.4516676,101.408,1163.454593
7,31,212,10,23.6569,1.581207956,0,3.01917,30,1.7563248,101.4,1352.183711
7,31,212,11,24.5686,1.811250181,0,2.82002,30,1.9718964,101.387,1479.376179
7,31,212,12,25.2282,2.073623844,0,4.05787,30,2.0734164,101.382,1541.211021
7,31,212,13,25.9951,2.431496712,0,3.76683,30,2.0523204,101.37,1535.559759
7,31,212,14,26.5944,2.755480092,0,3.00617,30,1.9059336,101.35,1448.458758
7,31,212,15,26.5669,2.739697249,0,3.32161,30,1.6570332,101.337,1275.68808
7,31,212,16,26.6649,2.772956963,0,3.14537,30,1.3154868,101.32,1052.1527
7,31,212,17,26.5803,2.709262051,0,3.17098,30,0.8964036,101.307,786.9958155
7,31,212,18,26.3321,2.579761264,0,2.41185,30,0.4609404,101.3,517.1172075
7,31,212,19,25.4999,2.428085014,0,2.6546,30,0.04046544,101.315,265.6566135
7,31,212,20,24.1151,2.202255965,0,2.11754,30,0,101.36,63.79612605
7,31,212,21,21.8341,1.669278745,0,2.48841,30,0,101.418,0.265954806
7,31,212,22,20.0721,1.28104356,0,2.66892,30,0,101.458,0
7,31,212,23,18.77,0.973240106,0,3.08636,30,0,101.51,0
7,31,212,24,18.1047,0.798938734,0,3.00427,30,0,101.532,0
8,1,213,1,17.1255,0.621943458,0,2.92851,30,0,101.563,0
8,1,213,2,16.4268,0.501259822,0,2.78744,30,0,101.583,0
8,1,213,3,15.4413,0.380136316,0,2.8446,30,0,101.625,0
8,1,213,4,15.8108,0.365562272,0,2.82194,30,0,101.658,24.43471605
8,1,213,5,16.3744,0.411298216,0,2.04394,30,0,101.7,171.2751912
8,1,213,6,17.3487,0.533133696,0,1.34812,30,0.26803692,101.715,407.676447
8,1,213,7,19.9492,0.935074263,0,0.891838,30,0.642168,101.738,645.440751
8,1,213,8,22.1853,1.383592062,0,0.872693,30,1.033578,101.755,897.633459
8,1,213,9,23.8347,1.781199391,0,1.24729,30,1.4143248,101.75,1129.246772
8,1,213,10,24.8276,1.951841752,0,1.97396,30,1.7298828,101.747,1319.935734
8,1,213,11,25.7592,2.229807573,0,2.30343,30,1.9728864,101.725,1464.748295
8,1,213,12,26.295,2.385846251,0,3.0019,30,1.5700752,101.687,1197.530798
8,1,213,13,26.737,2.490458673,0,3.1251,30,1.7204832,101.658,1263.620538
8,1,213,14,27.5661,2.715732391,0,3.377,30,1.8001404,101.627,1331.970372
8,1,213,15,28.185,2.914649241,0,2.94606,30,1.951578,101.592,1391.911178
8,1,213,16,28.2716,3.029198131,0,3.20135,30,1.3748076,101.568,1060.697457
8,1,213,17,28.3624,3.039041608,0,2.7193,30,0.9381816,101.555,791.715483
8,1,213,18,27.8857,2.954654614,0,2.53797,30,0.4482972,101.56,499.4313075
8,1,213,19,26.9706,2.717068277,0,2.38837,30,0,101.567,168.1503395
8,1,213,20,25.1958,2.286550565,0,2.19574,30,0,101.593,56.08342845
8,1,213,21,23.2451,1.798231781,0,2.59924,30,0,101.63,0.1994805
8,1,213,22,21.4144,1.430177256,0,2.11309,30,0,101.665,0
8,1,213,23,19.7347,1.130306155,0,2.80416,30,0,101.695,0
8,1,213,24,19.143,1.028281762,0,2.65706,30,0,101.717,0
8,2,214,1,18.4305,0.916787187,0,2.5461,30,0,101.727,0
8,2,214,2,16.5375,0.604167143,0,1.99592,30,0,101.747,0
8,2,214,3,17.1614,0.588684091,0,2.30371,30,0,101.747,0
8,2,214,4,15.1242,0.437314752,0,3.00597,30,0,101.757,20.24585177
8,2,214,5,16.6762,0.547534847,0,2.68558,30,0,101.758,156.2154417
8,2,214,6,18.111,0.679846039,0,1.48005,30,0.24248592,101.76,378.786735
8,2,214,7,20.0354,0.921457273,0,1.47157,30,0.6082632,101.758,639.1581435
8,2,214,8,22.2989,1.37022144,0,1.31444,30,1.0092708,101.75,891.1493145
8,2,214,9,24.4291,2.002634801,0,1.96208,30,1.388826,101.748,1128.348081
8,2,214,10,25.5855,2.297350876,0,2.20732,30,1.5945048,101.73,1252.616207
8,2,214,11,26.3092,2.621053824,0,2.75455,30,1.9092564,101.703,1458.432783
8,2,214,12,26.6803,2.739233124,0,2.91599,30,2.019132,101.665,1521.265028
8,2,214,13,27.08,2.760249341,0,2.01143,30,2.1241296,101.625,1556.503155
8,2,214,14,27.5248,2.980049767,0,2.61314,30,1.9393344,101.585,1443.804899
8,2,214,15,27.5658,3.019590625,0,2.11426,30,1.3622076,101.555,1096.036353
8,2,214,16,27.8179,3.07263878,0,2.36095,30,1.2754116,101.523,1006.675259
8,2,214,17,27.7157,3.050818267,0,1.43726,30,0.8334396,101.497,742.5137205
8,2,214,18,27.7021,3.050629853,0,1.73288,30,0.4081572,101.478,486.6974595
8,2,214,19,27.1325,2.920510641,0,1.42292,30,0,101.48,228.954258
8,2,214,20,26.7147,2.792286981,0,1.46901,30,0,101.468,50.5648107
8,2,214,21,26.1428,2.614500753,0,1.92765,30,0,101.477,0
8,2,214,22,22.5546,1.86384495,0,1.83308,30,0,101.513,0
8,2,214,23,20.2924,1.391265471,0,2.95313,30,0,101.515,0
8,2,214,24,19.4057,1.147985448,0,3.00596,30,0,101.503,0
8,3,215,1,19.2414,1.177601602,0,3.17789,30,0,101.49,0
8,3,215,2,18.9837,1.196717429,0,2.59061,30,0,101.482,0
8,3,215,3,19.0965,1.259841021,0,2.766,30,0,101.48,0
8,3,215,4,18.2808,1.094667447,0,2.84338,30,0,101.482,14.29510167
8,3,215,5,16.8132,0.837581962,0,2.38621,30,0,101.48,117.4857885
8,3,215,6,17.5936,0.895675505,0,1.42294,30,0.24657624,101.475,395.9070975
8,3,215,7,18.8826,0.914083805,0,1.11978,30,0.6275232,101.46,650.725956
8,3,215,8,21.1518,1.155080925,0,0.927337,30,1.0146672,101.45,904.3150275
8,3,215,9,23.0532,1.474097876,0,1.45088,30,1.0208088,101.46,885.730437
8,3,215,10,24.629,1.827018364,0,1.07306,30,1.7102124,101.448,1320.501272
8,3,215,11,26.4134,2.321962094,0,1.83527,30,1.941066,101.413,1459.097033
8,3,215,12,27.3801,2.83871528,0,0.854353,30,2.0796084,101.38,1547.195436
8,3,215,13,27.9215,2.994587138,0,1.70279,30,1.6788132,101.34,1277.483405
8,3,215,14,27.0414,2.611363327,0,2.84467,30,0.9776628,101.323,793.212615
8,3,215,15,27.6361,2.732929529,0,1.65117,30,1.4601168,101.29,1098.263543
8,3,215,16,27.2711,2.607509535,0,2.83477,30,0.9976032,101.285,739.7209935
8,3,215,17,24.8724,2.080945375,0,2.23349,30,0.06878664,101.32,146.2755546
8,3,215,18,23.8555,1.834913559,0,1.33947,30,0.04013748,101.313,200.3972877
8,3,215,19,23.2735,1.725184046,0,1.29751,30,0,101.308,126.5948496
8,3,215,20,23.3604,1.768025518,0,1.18673,30,0,101.327,43.4505546
8,3,215,21,22.4447,1.480058585,0,1.50212,30,0,101.327,0
8,3,215,22,21.2064,1.208929021,0,2.64858,30,0,101.317,0
8,3,215,23,19.9296,1.152651542,0,2.32601,30,0,101.3,0
8,3,215,24,18.7964,0.936919921,0,1.74089,30,0,101.287,0
8,4,216,1,17.9529,0.804054139,0.14125,1.07914,30,0,101.282,0
8,4,216,2,17.9282,0.747059529,0.14125,2.53077,30,0,101.25,0
8,4,216,3,16.3242,0.580020019,0.14125,1.9474,30,0,101.217,0
8,4,216,4,16.3035,0.487431818,0.14125,1.43588,30,0,101.205,16.82167644
8,4,216,5,15.7682,0.385499837,0.14125,1.09922,30,0,101.187,130.3181429
8,4,216,6,15.5458,0.474979155,0.14125,0.475509,30,0.25507764,101.157,367.916076
8,4,216,7,16.4664,0.524791891,0.14125,1.25445,30,0.6104556,101.172,615.786021
8,4,216,8,19.6907,0.98783651,0.14125,0.576678,30,0.9988308,101.132,870.372495
8,4,216,9,22.0078,1.435890732,0.14125,1.16066,30,1.3783464,101.098,1104.54615
8,4,216,10,23.5906,1.673467712,0.14125,1.29138,30,1.696698,101.063,1292.543154
8,4,216,11,25.3247,1.904142918,0.14125,0.712521,30,1.877166,101.015,1392.807812
8,4,216,12,26.0218,2.12689433,0.14125,2.35736,30,1.9868832,100.983,1465.745697
8,4,216,13,26.6306,2.379503438,0.14125,2.34071,30,1.9757844,100.933,1455.175287
8,4,216,14,27.1704,2.598899599,0.14125,2.76841,30,1.8890712,100.875,1394.903385
8,4,216,15,27.3456,2.762725431,0.14125,2.55454,30,1.590732,100.827,1200.854102
8,4,216,16,27.2046,2.752345676,0.14125,1.80343,30,1.2376476,100.818,973.263303
8,4,216,17,25.1754,2.013809203,0.14125,2.59566,30,0.161487,100.773,231.6462165
8,4,216,18,21.8382,1.267991188,0.14125,2.1835,30,0,100.823,38.06478675
8,4,216,19,16.4584,0.128458802,0.14125,2.32303,30,0,100.927,37.10069955
8,4,216,20,16.0943,0.118790091,0.14125,2.08114,30,0,100.932,41.2895844
8,4,216,21,15.9178,0.125609599,0.14125,1.07356,30,0,100.912,0.664889072
8,4,216,22,15.5565,0.053402377,0.14125,1.47779,30,0,100.888,0
8,4,216,23,15.5011,0.140233366,0.14125,2.10849,30,0,100.882,0.1661652
8,4,216,24,14.8238,0.112579932,0.14125,2.26267,30,0,100.868,0
8,5,217,1,14.8097,0.14340812,0.764583333,2.25484,30,0,100.855,0
8,5,217,2,15.4408,0.216711489,0.764583333,2.31787,30,0,100.825,0
8,5,217,3,14.97,0.20598297,0.764583333,1.96152,30,0,100.797,0
8,5,217,4,14.1308,0.125402973,0.764583333,2.33342,30,0,100.807,9.14221188
8,5,217,5,14.6302,0.106177762,0.764583333,2.34323,30,0,100.82,70.07914485
8,5,217,6,14.9964,0.124654421,0.764583333,1.98456,30,0.13893048,100.832,161.9004303
8,5,217,7,15.5234,0.099805472,0.764583333,1.93311,30,0.301824,100.825,331.5139695
8,5,217,8,17.162,0.157864327,0.764583333,1.96118,30,0.3736332,100.785,315.8886825
8,5,217,9,18.4313,0.324682768,0.764583333,1.90036,30,0.35052192,100.837,296.074305
8,5,217,10,18.1394,0.267335474,0.764583333,2.28928,30,0.6704568,100.822,513.627327
8,5,217,11,18.454,0.375851189,0.764583333,2.94902,30,0.656046,100.787,503.0548605
8,5,217,12,18.8277,0.526310927,0.764583333,2.63646,30,0.8581176,100.788,633.439017
8,5,217,13,26.6306,2.379503438,0.764583333,2.65109,30,0.8690148,100.767,645.539463
8,5,217,14,27.1704,2.598899599,0.764583333,2.92452,30,0.6223644,100.71,475.7280885
8,5,217,15,27.3456,2.762725431,0.764583333,1.69971,30,1.3134132,100.685,945.072801
8,5,217,16,27.2046,2.752345676,0.764583333,2.51004,30,0.5324076,100.673,435.303468
8,5,217,17,25.1754,2.013809203,0.764583333,2.21839,30,0.4034628,100.603,352.0913085
8,5,217,18,21.8382,1.267991188,0.764583333,2.6847,30,0.118359,100.533,182.4454823
8,5,217,19,16.4584,0.128458802,0.764583333,2.59482,30,0,100.462,48.33741555
8,5,217,20,16.0943,0.118790091,0.764583333,1.79914,30,0,100.427,5.65154991
8,5,217,21,15.9178,0.125609599,0.764583333,2.89038,30,0,100.467,0
8,5,217,22,15.5565,0.053402377,0.764583333,3.47933,30,0,100.445,0
8,5,217,23,15.5011,0.140233366,0.764583333,3.41559,30,0,100.463,0
8,5,217,24,14.8238,0.112579932,0.764583333,2.56449,30,0,100.423,0
8,6,218,1,11.3853,0.153273541,0.172083333,1.71208,30,0,100.357,0
8,6,218,2,9.94617,0,0.172083333,2.07666,30,0,100.387,0
8,6,218,3,9.94591,0,0.172083333,0.994766,30,0,100.232,0
8,6,218,4,10.0061,0.0231629,0.172083333,1.46523,30,0,100.247,0
8,6,218,5,8.72713,0.016548492,0.172083333,1.88638,30,0.019700928,100.232,66.4722495
8,6,218,6,10.096,0.054031251,0.172083333,2.69949,30,0.33970716,100.217,286.6658175
8,6,218,7,11.6276,0.158722844,0.172083333,2.73913,30,0.5450508,100.207,450.8608905
8,6,218,8,13.9873,0.40737751,0.172083333,3.20767,30,0.5186304,100.24,394.379118
8,6,218,9,14.6774,0.53479415,0.172083333,3.16843,30,0.9655488,100.267,705.679749
8,6,218,10,15.6381,0.644362551,0.172083333,2.45412,30,0.8664984,100.297,621.005418
8,6,218,11,16.3308,0.802888885,0.172083333,2.52465,30,0.24556932,100.328,204.852078
8,6,218,12,15.8159,0.706224066,0.172083333,1.63555,30,0.4698432,100.36,358.275204
8,6,218,13,16.3478,0.839078953,0.172083333,1.7043,30,0.8117028,100.35,600.160734
8,6,218,14,15.5138,0.502104187,0.172083333,1.85712,30,1.0942128,100.345,802.3866615
8,6,218,15,15.4968,0.35180924,0.172083333,2.39764,30,0.6480972,100.343,501.4919205
8,6,218,16,16.9345,0.733364164,0.172083333,2.01354,30,0.31476564,100.357,301.0284135
8,6,218,17,15.9446,0.706711888,0.172083333,2.66416,30,0.6648516,100.343,588.2926725
8,6,218,18,15.6671,0.683505762,0.172083333,2.75172,30,0.23085396,100.347,328.6883385
8,6,218,19,15.198,0.646756299,0.172083333,2.01877,30,0.04206024,100.378,219.745251
8,6,218,20,14.1134,0.488920687,0.172083333,2.05466,30,0,100.403,36.93453435
8,6,218,21,13.6005,0.454706839,0.172083333,1.4808,30,0,100.44,0
8,6,218,22,13.1437,0.381792949,0.172083333,0.61167,30,0,100.47,0
8,6,218,23,12.7265,0.127924197,0.172083333,1.12974,30,0,100.467,0
8,6,218,24,12.028,0.026968489,0.172083333,1.90396,30,0,100.463,0
8,7,219,1,11.3853,0.153273541,0.007083333,1.53989,30,0,100.477,0
8,7,219,2,9.94617,0,0.007083333,1.99009,30,0,100.485,0
8,7,219,3,9.94591,0,0.007083333,2.16257,30,0,100.465,0
8,7,219,4,10.0061,0.0231629,0.007083333,2.347,30,0,100.472,9.341671815
8,7,219,5,8.72713,0.016548492,0.007083333,2.22842,30,0,100.488,145.1450966
8,7,219,6,10.096,0.054031251,0.007083333,1.35554,30,0.22753224,100.49,383.973228
8,7,219,7,11.6276,0.158722844,0.007083333,1.57907,30,0.616248,100.49,643.910715
8,7,219,8,13.9873,0.40737751,0.007083333,0.930598,30,1.1096568,100.503,878.516235
8,7,219,9,14.6774,0.53479415,0.007083333,0.987161,30,1.1247804,100.512,840.252996
8,7,219,10,15.6381,0.644362551,0.007083333,1.49844,30,1.8156672,100.498,1370.768301
8,7,219,11,16.3308,0.802888885,0.007083333,2.09938,30,1.0875996,100.493,809.335575
8,7,219,12,15.8159,0.706224066,0.007083333,1.83358,30,0.9959004,100.495,727.022106
8,7,219,13,16.3478,0.839078953,0.007083333,2.17929,30,0.719838,100.495,551.857662
8,7,219,14,15.5138,0.502104187,0.007083333,1.64163,30,0.29232648,100.495,257.3442405
8,7,219,15,15.4968,0.35180924,0.007083333,1.29361,30,0.8979012,100.463,663.558516
8,7,219,16,16.9345,0.733364164,0.007083333,1.3621,30,0.935478,100.425,717.1817535
8,7,219,17,17.5348,0.947237879,0.007083333,2.12569,30,0.69237,100.41,584.037774
8,7,219,18,16.892,0.812835551,0.007083333,1.29657,30,0.2107242,100.415,238.7288025
8,7,219,19,16.5034,0.710682442,0.007083333,1.50395,30,0,100.41,68.94889245
8,7,219,20,15.6595,0.54845669,0.007083333,1.21328,30,0,100.407,4.28854284
8,7,219,21,14.7583,0.362937162,0.007083333,1.31302,30,0,100.442,0
8,7,219,22,14.5068,0.375283462,0.007083333,1.39098,30,0,100.44,0
8,7,219,23,13.7923,0.266670507,0.007083333,1.373,30,0,100.472,0
8,7,219,24,13.9662,0.262781529,0.007083333,1.91529,30,0,100.46,0
8,8,220,1,14.299,0.248114708,0.004583333,1.81408,30,0,100.428,0
8,8,220,2,12.9768,0.125049399,0.004583333,1.10666,30,0,100.397,0
8,8,220,3,12.1765,0.040257705,0.004583333,1.09109,30,0,100.403,0
8,8,220,4,11.5888,0.025513248,0.004583333,1.6414,30,0,100.388,5.51857662
8,8,220,5,11.838,0.029641773,0.004583333,0.453118,30,0,100.407,24.9334173
8,8,220,6,11.7407,0.022548824,0.004583333,1.122,30,0.09075384,100.383,111.2025641
8,8,220,7,12.601,0.102279116,0.004583333,1.15251,30,0.438462,100.392,377.890101
8,8,220,8,13.8357,0.205650174,0.004583333,1.22184,30,0.5696028,100.392,469.079424
8,8,220,9,15.3439,0.367870715,0.004583333,1.24735,30,1.2413304,100.4,931.14207
8,8,220,10,16.4945,0.609281612,0.004583333,0.81173,30,1.23435,100.407,915.9836085
8,8,220,11,17.1094,0.780798053,0.004583333,0.833943,30,0.5795028,100.372,479.3516415
8,8,220,12,16.9017,0.636805782,0.004583333,2.09288,30,1.5928452,100.36,1114.386503
8,8,220,13,18.2488,0.913284156,0.004583333,0.529936,30,1.981242,100.31,1393.108061
8,8,220,14,17.7066,0.781960072,0.004583333,1.72942,30,0.429804,100.295,348.0358905
8,8,220,15,17.6062,0.745758318,0.004583333,1.17857,30,0.27956772,100.29,257.078952
8,8,220,16,16.99,0.586555802,0.004583333,2.10165,30,0.06278148,100.28,102.5922042
8,8,220,17,15.9663,0.403444034,0.004583333,1.72067,30,0.005613012,100.27,55.3519314
8,8,220,18,15.9318,0.409807869,0.004583333,1.4237,30,0.0835722,100.252,117.1532525
8,8,220,19,15.7233,0.352185694,0.004583333,1.61565,30,0,100.235,24.00243975
8,8,220,20,15.4138,0.306671093,0.004583333,1.72125,30,0,100.242,8.843011695
8,8,220,21,15.4767,0.420922153,0.004583333,2.09077,30,0,100.257,0
8,8,220,22,15.2321,0.492373593,0.004583333,1.7321,30,0,100.272,0
8,8,220,23,14.9436,0.497122435,0.004583333,2.1101,30,0,100.275,0
8,8,220,24,14.1195,0.391796451,0.004583333,2.19119,30,0,100.267,0
8,9,221,1,13.5407,0.331739947,0.638333333,2.20172,30,0,100.213,0
8,9,221,2,12.9152,0.246357445,0.638333333,2.26494,30,0,100.178,0
8,9,221,3,11.8531,0.146968777,0.638333333,2.2488,30,0,100.123,0
8,9,221,4,11.5853,0.106127292,0.638333333,2.3019,30,0,100.1,7.7126976
8,9,221,5,12.0456,0.144623137,0.638333333,2.32058,30,0.0026504316,100.077,182.3788517
8,9,221,6,13.1412,0.213949959,0.638333333,2.41565,30,0.18576684,100.048,273.6687375
8,9,221,7,15.1779,0.390454278,0.638333333,3.66762,30,0.26457516,100.01,287.7968925
8,9,221,8,16.1082,0.482309202,0.638333333,4.08796,30,0.5118912,99.9535,427.1905755
8,9,221,9,16.0929,0.481531985,0.638333333,3.16556,30,0.3810888,99.9228,304.2201015
8,9,221,10,14.9716,0.34409846,0.638333333,3.11499,30,0.10417788,99.8925,104.6867495
8,9,221,11,12.3111,0.030104206,0.638333333,3.14757,30,0.07845948,99.8627,71.90778465
8,9,221,12,12.0183,0.005156266,0.638333333,3.48127,30,0.12373884,99.7268,97.2399573
