mm,mdd,dd,hr,Temp,VPD,"Wind speed",Precip,P,O3,LAI,HD,R,PAR
6,11,163,8,12.71,0.13767,0.32,0.003,98.03,49.502,0.454,37.1,370.72,762.38568
6,11,163,9,14.85,0.31297,0.45,0.01,97.99,47.825,0.454,40.9,175.21,360.319365
6,11,163,10,13.93,0.18256,0.52,0.01,98.01,49.503,0.454,40.17,198.49,408.194685
6,11,163,11,14.39,0.20108,0.61,0.01,98,49.137,0.454,39.43,213.26,438.56919
6,11,163,12,15.35,0.27871,0.7,0.127,97.93,48.299,0.454,38.7,218.53,449.406945
6,11,163,13,15.02,0.20876,0.82,0.127,97.98,48.825,0.454,32.1,213.91,439.905915
6,11,163,14,15.19,0.19819,0.94,0.127,97.96,48.581,0.454,25.5,199.75,410.785875
6,11,163,15,15.45,0.20124,1.06,0.067,97.89,47.691,0.454,18.9,177.01,364.021065
6,11,163,16,15.39,0.19431,1.02,0.067,97.92,46.27,0.454,14.07,147.12,302.55228
6,11,163,17,15.42,0.19837,0.98,0.067,97.91,45.007,0.454,9.23,112.09,230.513085
6,11,163,18,13.58,0,0.93,0.23,97.97,44.451,0.454,4.4,260.58,535.88277
6,11,163,19,14.82,0.15678,0.88,0.23,97.91,42.23,0.454,-0.1,126.27,259.674255
6,11,163,20,14.2,0.12209,0.81,0.23,97.93,44.929,0.454,-4.6,13.33,27.413145
6,11,163,21,12.17,0,0.71,0.097,97.96,44.218,0.454,-9.1,0,0
6,11,163,22,13.11,0.0857,0.6,0.097,97.97,42.248,0.454,-7.32,0,0
6,11,163,23,12.64,0.07256,0.48,0.097,97.96,39.22,0.454,-5.55,0,0
6,12,164,0,11.37,0,0.35,0.09,97.94,34.039,0.495,-3.77,0,0
6,12,164,1,11.91,0.06706,0.43,0.09,97.96,35.094,0.495,-3.84,0,0
6,12,164,2,11.64,0.06959,0.49,0.09,97.95,35.252,0.495,-3.92,0,0
6,12,164,3,11.28,0.06545,0.54,0.05,97.97,35.206,0.495,-3.99,0,0
6,12,164,4,11.34,0.07208,0.47,0.05,97.95,34.38,0.495,-1.49,6.57,13.511205
6,12,164,5,11.31,0.07577,0.44,0.05,97.96,34.355,0.495,1,86.26,177.39369
6,12,164,6,12.76,0.22198,0.39,0.053,97.92,32.398,0.495,3.5,191.52,393.86088
6,12,164,7,11.78,0.10359,0.49,0.053,97.96,35.414,0.495,11.7,293.23,603.027495
6,12,164,8,12.27,0.1309,0.57,0.053,97.94,37.076,0.495,19.9,387.66,797.22279
6,12,164,9,14.11,0.29899,0.65,0.043,97.93,36.475,0.495,28.1,215.22,442.59993
6,12,164,10,13.21,0.20283,0.71,0.043,97.92,39.435,0.495,36.8,243.83,501.436395
6,12,164,11,13.66,0.24715,0.79,0.043,97.93,40.445,0.495,45.5,261.97,538.741305
6,12,164,12,14.44,0.33045,0.89,0.083,97.86,40.313,0.495,54.2,427.39,878.927535
6,12,164,13,14.23,0.30058,0.91,0.083,97.91,41.141,0.495,45.83,418.4,860.4396
6,12,164,14,14.34,0.30578,0.93,0.083,97.89,41.347,0.495,37.47,390.83,803.741895
6,12,164,15,13.93,0.25414,0.94,0.11,97.91,41.097,0.495,29.1,610.35,1255.184775
6,12,164,16,14.27,0.30297,0.98,0.11,97.87,39.022,0.495,19.17,507.64,1043.96166
6,12,164,17,14.1,0.29726,1.02,0.11,97.89,36.522,0.495,9.23,387.04,795.94776
6,12,164,18,12.53,0.14736,1.06,0.103,98.02,35.233,0.495,-0.7,239.21,491.935365
6,12,164,19,13.45,0.23739,1.02,0.103,97.93,30.809,0.495,-6.33,116.47,239.520555
6,12,164,20,12.99,0.19295,0.97,0.103,97.97,29.675,0.495,-11.97,12.85,26.426025
6,12,164,21,10.76,0,0.91,0.043,98.11,28.443,0.495,-17.6,0,0
6,12,164,22,11.93,0.14713,1.06,0.043,98.04,29.134,0.495,-13.77,0,0
6,12,164,23,11.34,0.13294,1.19,0.043,98.07,29.786,0.495,-9.93,0,0
6,13,165,0,9.62,0.02279,1.32,0.003,98.24,30.069,0.542,-6.1,0,0
6,13,165,1,10.37,0.11608,1.25,0.003,98.14,29.745,0.542,-7.33,0,0
6,13,165,2,9.99,0.11355,1.18,0.003,98.18,29.589,0.542,-8.56,0,0
6,13,165,3,9.56,0.10638,1.11,0.013,98.37,29.455,0.542,-9.79,0,0
6,13,165,4,9.59,0.11329,1.13,0.013,98.27,29.728,0.542,-7.23,2.58,5.30577
6,13,165,5,9.57,0.11488,1.15,0.013,98.31,29.684,0.542,-4.66,33.39,68.666535
6,13,165,6,10.73,0.21342,1.17,0.046,98.57,29.375,0.542,-2.1,266.92,548.92098
6,13,165,7,9.93,0.15582,1.31,0.046,98.41,30.142,0.542,25.73,409.3,841.72545
6,13,165,8,10.32,0.20015,1.42,0.046,98.48,31.453,0.542,53.57,541.16,1112.89554
6,13,165,9,12.33,0.39304,1.51,0.066,98.74,32.868,0.542,81.4,641.62,1319.49153
6,13,165,10,11.25,0.30343,1.48,0.066,98.61,35.423,0.542,97.43,727.36,1495.81584
6,13,165,11,11.78,0.36107,1.44,0.066,98.66,37.568,0.542,113.47,781.56,1607.27814
6,13,165,12,12.63,0.44941,1.4,0.08,98.88,38.29,0.542,129.5,777.21,1598.332365
6,13,165,13,12.42,0.45446,1.3,0.08,98.77,39.694,0.542,121.37,761.23,1565.469495
6,13,165,14,12.52,0.48842,1.21,0.08,98.82,40.125,0.542,113.23,711.02,1462.21263
6,13,165,15,12.54,0.51451,1.12,0.027,98.94,40.281,0.542,105.1,687.27,1413.370755
6,13,165,16,12.59,0.54316,1.01,0.027,98.89,39.845,0.542,83.03,571.62,1175.53653
6,13,165,17,12.56,0.56267,0.9,0.027,98.91,39.123,0.542,60.97,435.78,896.18157
6,13,165,18,11,0.43748,0.79,0.14,99.09,38.786,0.542,38.9,257.26,529.05519
6,13,165,19,12.01,0.52561,0.69,0.14,98.97,37.155,0.542,25.2,125.33,257.741145
6,13,165,20,11.5,0.47504,0.57,0.14,99.02,34.974,0.542,11.5,14.11,29.017215
6,13,165,21,8.72,0.15065,0.19,0.047,99.17,20.335,0.542,-2.2,0,0
6,13,165,22,10.23,0.27527,0.17,0.047,99.11,17.416,0.542,-2.91,0,0
6,13,165,23,9.47,0.24517,0.2,0.047,99.13,16.674,0.542,-3.63,0,0
6,14,166,0,8.15,0.17541,0.25,0,99.3,17.024,0.589,-4.34,0,0
6,14,166,1,8.52,0.19707,0.22,0,99.2,15.446,0.589,-3.76,0,0
6,14,166,2,8.33,0.17943,0.2,0,99.24,14.576,0.589,-3.18,0,0
6,14,166,3,8.85,0.21949,0.21,0,99.36,14.425,0.589,-2.6,0,0
6,14,166,4,8.38,0.18989,0.5,0,99.31,23.537,0.589,4.37,8.32,17.11008
6,14,166,5,8.61,0.19531,0.52,0,99.33,24.513,0.589,11.33,109.1,224.36415
6,14,166,6,10.48,0.33532,0.54,0.007,99.39,24.355,0.589,18.3,215.83,443.854395
6,14,166,7,9.39,0.25247,0.49,0.007,99.37,29.257,0.589,44.73,331.21,681.133365
6,14,166,8,9.93,0.30536,0.43,0.007,99.38,31.301,0.589,71.17,438.36,901.48734
6,14,166,9,12.85,0.5794,0.35,0.04,99.42,32.454,0.589,97.6,179.42,368.97723
6,14,166,10,11.27,0.42586,0.31,0.04,99.4,35.198,0.589,110.2,203.4,418.2921
6,14,166,11,12.06,0.49413,0.27,0.04,99.41,36.852,0.589,122.8,218.63,449.612595
6,14,166,12,12.52,0.53215,0.23,0.337,99.49,37.15,0.589,135.4,643.74,1323.85131
6,14,166,13,12.73,0.52482,0.3,0.337,99.44,36.963,0.589,122.77,630.54,1296.70551
6,14,166,14,12.62,0.48276,0.36,0.337,99.46,37.124,0.589,110.13,589.05,1211.381325
6,14,166,15,12.27,0.41594,0.42,0.347,99.51,37.847,0.589,97.5,592.82,1219.13433
6,14,166,16,12.43,0.41319,0.44,0.347,99.49,37.712,0.589,74.3,493.08,1014.01902
6,14,166,17,12.35,0.3849,0.46,0.347,99.5,37.871,0.589,51.1,376.01,773.264565
6,14,166,18,11.03,0.23655,0.47,0.103,99.65,37.978,0.589,27.9,293.87,604.343655
6,14,166,19,11.84,0.33558,0.42,0.103,99.54,37.468,0.589,18.4,143.41,294.922665
6,14,166,20,11.43,0.32464,0.38,0.103,99.59,36.05,0.589,8.9,16.56,34.05564
6,14,166,21,8.27,0.06816,0.09,0.03,99.66,13.684,0.589,-0.6,0,0
6,14,166,22,10.11,0.22219,0.09,0.03,99.65,11.724,0.589,-0.6,0,0
6,14,166,23,9.19,0.15886,0.08,0.03,99.66,9.706,0.589,-0.6,0,0
6,15,167,0,7.66,0.06054,0.07,0,99.7,7.673,0.641,-0.6,0,0
6,15,167,1,8.06,0.10315,0.05,0,99.67,5.547,0.641,-0.44,0,0
6,15,167,2,7.86,0.10349,0.04,0,99.68,4.353,0.641,-0.29,0,0
6,15,167,3,9.14,0.21824,0.05,0.007,99.73,5.105,0.641,-0.13,0,0
6,15,167,4,8.15,0.10182,0.09,0.007,99.71,8.361,0.641,-0.49,9.96,20.48274
6,15,167,5,8.64,0.12348,0.13,0.007,99.72,9.843,0.641,-0.84,130.77,268.928505
6,15,167,6,12.1,0.40578,0.17,0.087,99.83,10.625,0.641,-1.2,277.97,571.645305
6,15,167,7,10.12,0.22175,0.48,0.087,99.75,27.052,0.641,34.03,426.99,878.104935
6,15,167,8,11.1,0.27902,0.54,0.087,99.79,31.528,0.641,69.27,565.3,1162.53945
6,15,167,9,13.5,0.48219,0.59,0.343,99.88,32.69,0.641,104.5,596.17,1226.023605
6,15,167,10,12.56,0.37725,0.61,0.343,99.84,37.151,0.641,105.3,676.04,1390.27626
6,15,167,11,13.03,0.41093,0.64,0.343,99.86,39.459,0.641,106.1,726.79,1494.643635
6,15,167,12,14.33,0.53363,0.66,0.29,99.85,39.962,0.641,106.9,736.65,1514.920725
6,15,167,13,13.78,0.45525,0.65,0.29,99.87,41.972,0.641,95.4,721.53,1483.826445
6,15,167,14,14.06,0.46431,0.64,0.29,99.86,42.241,0.641,83.9,674.22,1386.53343
6,15,167,15,14.08,0.44611,0.63,0.27,99.87,42.252,0.641,72.4,645.71,1327.902615
6,15,167,16,14.24,0.45823,0.69,0.27,99.85,41.066,0.641,52.9,537.21,1104.772365
6,15,167,17,14.16,0.44148,0.74,0.27,99.86,39.62,0.641,33.4,409.79,842.733135
6,15,167,18,11.77,0.18684,0.77,0.16,99.91,41.247,0.641,13.9,287.81,591.881265
6,15,167,19,13.31,0.33727,0.73,0.16,99.88,36.82,0.641,6.69,140.71,289.370115
6,15,167,20,12.54,0.25693,0.66,0.16,99.89,35.065,0.641,-0.52,16.66,34.26129
6,15,167,21,9.8,0.00906,0.35,0,99.93,25.194,0.641,-7.73,0,0
6,15,167,22,11.11,0.15039,0.34,0,99.91,22.059,0.641,-7.82,0,0
6,15,167,23,10.45,0.12624,0.34,0,99.92,19.663,0.641,-7.91,0,0
6,16,168,0,9.51,0.08248,0.36,0.013,99.84,17.985,0.72,-8,0,0
6,16,168,1,9.71,0.08213,0.24,0.013,99.91,14.407,0.72,-5.63,0,0
6,16,168,2,9.61,0.06299,0.16,0.013,99.88,11.089,0.72,-3.27,0,0
6,16,168,3,10.03,0.10165,0.14,0,99.86,10.167,0.72,-0.9,0,0
6,16,168,4,9.68,0.06203,0.06,0,99.84,6.365,0.72,-0.63,2.5,5.14125
6,16,168,5,9.85,0.01196,0.03,0,99.85,3.852,0.72,-0.37,32.85,67.556025
6,16,168,6,13.86,0.42405,0.06,0.003,99.9,6.129,0.72,-0.1,271.35,558.031275
6,16,168,7,11.3,0.15178,0.21,0.003,99.87,31.919,0.72,30.57,416.87,857.293155
6,16,168,8,12.58,0.22616,0.21,0.003,99.88,36.12,0.72,61.23,552.07,1135.331955
6,16,168,9,14.4,0.37109,0.21,0.427,99.93,38.358,0.72,91.9,618.74,1272.43881
6,16,168,10,14.04,0.33989,0.32,0.427,99.91,40.541,0.72,80.97,701.71,1443.066615
6,16,168,11,14.22,0.35106,0.46,0.427,99.92,40.895,0.72,70.03,754.5,1551.62925
6,16,168,12,15.37,0.46893,0.59,0.183,99.8,39.737,0.72,59.1,810.07,1665.908955
6,16,168,13,14.74,0.4189,0.53,0.183,99.9,41.214,0.72,52.4,793.44,1631.70936
6,16,168,14,15.06,0.47832,0.47,0.183,99.86,41.451,0.72,45.7,741.61,1525.120965
6,16,168,15,15.46,0.54782,0.41,0.243,99.76,41.55,0.72,39,665.68,1368.97092
6,16,168,16,15.4,0.55266,0.42,0.243,99.79,40.904,0.72,26.6,553.98,1139.25987
6,16,168,17,15.43,0.55648,0.42,0.243,99.78,39.576,0.72,14.2,422.89,869.673285
6,16,168,18,13.16,0.22098,0.38,0,99.68,41.091,0.72,1.8,74.63,153.476595
6,16,168,19,14.7,0.40495,0.31,0,99.74,38.25,0.72,0.6,36.6,75.2679
6,16,168,20,13.93,0.30105,0.27,0,99.72,35.04,0.72,-0.6,4.46,9.17199
6,16,168,21,10.7,0.18723,0.14,0.01,99.54,19.566,0.72,-1.8,0,0
6,16,168,22,12.35,0.35261,0.15,0.01,99.65,18.417,0.72,-2.78,0,0
6,16,168,23,11.53,0.29991,0.18,0.01,99.6,18.433,0.72,-3.77,0,0
6,17,169,0,10.16,0.2047,0.22,0,99.37,18.782,0.776,-4.75,0,0
6,17,169,1,10.54,0.23424,0.29,0,99.5,20.554,0.776,-6.88,0,0
6,17,169,2,10.36,0.22201,0.35,0,99.45,21.401,0.776,-9.01,0,0
6,17,169,3,11.28,0.30915,0.41,0,99.25,22.423,0.776,-11.14,0,0
6,17,169,4,10.54,0.2253,0.64,0,99.34,28.498,0.776,-2.99,6.54,13.44951
6,17,169,5,10.92,0.23636,0.7,0,99.3,30.629,0.776,5.15,85.55,175.933575
6,17,169,6,14.76,0.58847,0.71,0.032,99.06,28.179,0.776,13.3,223.49,459.607185
6,17,169,7,12.46,0.31465,0.9,0.032,99.21,36.861,0.776,30.97,342.72,704.80368
6,17,169,8,13.62,0.40081,1.08,0.032,99.14,38.644,0.776,48.63,453.82,933.28083
6,17,169,9,14.28,0.44637,1.25,0.076,98.88,41.05,0.776,66.3,265.96,546.94674
6,17,169,10,14.62,0.49961,1.29,0.076,99.02,41.942,0.776,54.9,301.47,619.973055
6,17,169,11,14.46,0.50178,1.33,0.076,98.96,42.362,0.776,43.5,324.21,666.737865
6,17,169,12,12.89,0.36077,1.37,0.059,98.8,44.454,0.776,32.1,218.11,448.543215
6,17,169,13,13.82,0.47295,1.43,0.059,98.86,43.236,0.776,41.3,213.69,439.453485
6,17,169,14,13.36,0.44082,1.49,0.059,98.84,44.117,0.776,50.5,199.8,410.8887
6,17,169,15,11.54,0.28066,1.54,0.17,98.67,46.22,0.776,59.7,177.36,364.74084
6,17,169,16,12.45,0.35157,1.45,0.17,98.77,44.955,0.776,42.1,147.7,303.74505
6,17,169,17,12,0.29633,1.35,0.17,98.73,44.082,0.776,24.5,112.91,232.199415
6,17,169,18,11.85,0.2707,1.25,0.007,98.63,42.145,0.776,6.9,264.68,544.31442
6,17,169,19,11.65,0.22265,1.17,0.007,98.66,40.038,0.776,-1.07,130.7,268.78455
6,17,169,20,11.75,0.20498,1.06,0.007,98.65,38.068,0.776,-9.05,16.58,34.09677
6,17,169,21,10.82,0.09945,0.91,0.007,98.42,35.832,0.776,-17.02,0,0
6,17,169,22,11.53,0.15767,0.8,0.007,98.58,34.281,0.776,-16.1,0,0
6,17,169,23,11.18,0.12675,0.73,0.007,98.51,32.83,0.776,-15.17,0,0
6,18,170,0,9.84,0.01611,0.7,0,98.24,31.109,0.85,-14.25,0,0
6,18,170,1,10.51,0.09577,0.62,0,98.38,28.588,0.85,-13.28,0,0
6,18,170,2,10.18,0.09388,0.58,0,98.32,26.234,0.85,-12.32,0,0
6,18,170,3,10.57,0.15362,0.58,0.003,98.19,24.506,0.85,-11.35,0,0
6,18,170,4,10.09,0.10552,0.6,0.003,98.23,24.752,0.85,-6.63,2.58,5.30577
6,18,170,5,10.33,0.12365,0.62,0.003,98.21,25.493,0.85,-1.92,33.22,68.31693
6,18,170,6,12.36,0.30833,0.62,0.2,98.13,25.795,0.85,2.8,158.9,326.77785
6,18,170,7,11.17,0.18909,0.73,0.2,98.18,29.999,0.85,25.43,243.5,500.75775
6,18,170,8,11.77,0.23858,0.81,0.2,98.16,32.285,0.85,48.07,322.19,662.583735
6,18,170,9,14.18,0.47665,0.88,0.077,98.03,30.966,0.85,70.7,616.44,1267.70886
6,18,170,10,12.98,0.35865,0.93,0.077,98.11,34.153,0.85,100.67,698.78,1437.04107
6,18,170,11,13.58,0.42824,0.99,0.077,98.07,34.703,0.85,130.63,751.45,1545.356925
6,18,170,12,13.37,0.41741,1.04,0.107,97.86,35.945,0.85,160.6,673.93,1385.937045
6,18,170,13,13.93,0.48433,1.09,0.107,97.99,35.409,0.85,142.83,660.33,1357.968645
6,18,170,14,13.66,0.46871,1.14,0.107,97.94,35.617,0.85,125.07,617.62,1270.13553
6,18,170,15,12.3,0.34849,1.19,0.057,97.78,37.506,0.85,107.3,177.82,365.68683
6,18,170,16,13.02,0.42958,1.1,0.057,97.84,36.298,0.85,85.13,148.2,304.7733
6,18,170,17,12.66,0.40627,1.01,0.057,97.82,35.844,0.85,62.97,113.42,233.24823
6,18,170,18,11.82,0.33705,0.93,0.027,97.85,35.273,0.85,40.8,301.59,620.219835
6,18,170,19,12.13,0.38659,0.86,0.027,97.8,33.976,0.85,24.13,149.8,308.0637
6,18,170,20,11.97,0.39098,0.79,0.027,97.82,32.866,0.85,7.47,19.6,40.3074
6,18,170,21,9.37,0.16038,0.46,0.007,97.78,26.826,0.85,-9.2,0,0
6,18,170,22,11.01,0.30611,0.45,0.007,97.83,26.021,0.85,-10.21,0,0
6,18,170,23,10.19,0.24605,0.45,0.007,97.81,25.768,0.85,-11.21,0,0
6,19,171,0,8.46,0.12178,0.45,0,97.59,25.699,0.885,-12.22,0,0
6,19,171,1,9.08,0.1587,0.42,0,97.74,25.234,0.885,-10.69,0,0
6,19,171,2,8.78,0.12665,0.4,0,97.67,24.364,0.885,-9.17,0,0
6,19,171,3,9.44,0.17142,0.38,0,97.56,23.116,0.885,-7.64,0,0
6,19,171,4,8.79,0.10782,0.55,0,97.58,27.841,0.885,-2.46,10.03,20.626695
6,19,171,5,9.12,0.12767,0.6,0,97.57,29.232,0.885,2.72,129.21,265.720365
6,19,171,6,12.56,0.42317,0.6,0.03,97.51,28.058,0.885,7.9,250.83,515.831895
6,19,171,7,10.48,0.27053,0.69,0.03,97.55,30.088,0.885,32.1,384.21,790.127865
6,19,171,8,11.52,0.40541,0.75,0.03,97.53,30.517,0.885,56.3,508.26,1045.23669
6,19,171,9,14.58,0.75742,0.81,0.023,97.36,28.081,0.885,80.5,694.36,1427.95134
6,19,171,10,13.25,0.61473,0.77,0.023,97.48,31.067,0.885,123.07,787.04,1618.54776
6,19,171,11,13.92,0.68164,0.76,0.023,97.43,32.042,0.885,165.63,846.46,1740.74499
6,19,171,12,14.74,0.76698,0.79,0.107,97.19,32.848,0.885,208.2,784.8,1613.9412
6,19,171,13,14.65,0.71764,0.9,0.107,97.32,33.555,0.885,179.4,769.1,1581.65415
6,19,171,14,14.7,0.6873,1.01,0.107,97.27,34.172,0.885,150.6,719.56,1479.77514
6,19,171,15,13.58,0.53509,1.11,0.307,97.02,36.927,0.885,121.8,440.78,906.46407
6,19,171,16,14.37,0.57174,1.13,0.307,97.15,38.142,0.885,85.43,367.5,755.76375
6,19,171,17,13.98,0.48594,1.17,0.307,97.1,40.207,0.885,49.07,281.57,579.048705
6,19,171,18,11.12,0.16415,1.21,0.103,96.9,40.481,0.885,12.7,76.18,156.66417
6,19,171,19,12.77,0.33887,1.33,0.103,96.99,33.339,0.885,2.96,37.99,78.126435
6,19,171,20,11.95,0.28431,1.47,0.103,96.95,25.57,0.885,-6.77,5.11,10.508715
6,19,171,21,9.89,0.12951,1.63,0.05,96.7,24.039,0.885,-16.51,0,0
6,19,171,22,10.73,0.2042,1.65,0.05,96.86,30.281,0.885,-15.18,0,0
6,19,171,23,10.32,0.17528,1.69,0.05,96.79,37.598,0.885,-13.84,0,0
6,20,172,0,9.26,0.09798,1.77,0.573,96.42,41.423,0.949,-12.51,0,0
6,20,172,1,9.71,0.126,1.8,0.573,96.64,41.168,0.949,-12.64,0,0
6,20,172,2,9.5,0.10443,1.82,0.573,96.54,38.918,0.949,-12.77,0,0
6,20,172,3,10.09,0.1489,1.85,0.31,96.43,36.904,0.949,-12.9,0,0
6,20,172,4,9.54,0.07823,1.75,0.31,96.42,35.936,0.949,-9.73,2.62,5.38803
6,20,172,5,9.81,0.07558,1.65,0.31,96.43,35.301,0.949,-6.57,33.54,68.97501
6,20,172,6,11.57,0.20138,1.55,0.113,96.55,34.561,0.949,-3.4,110.3,226.83195
6,20,172,7,10.57,0.08411,1.5,0.113,96.46,33.874,0.949,13.07,168.89,347.322285
6,20,172,8,11.07,0.0983,1.45,0.113,96.5,33.803,0.949,29.53,223.25,459.113625
6,20,172,9,13.38,0.28997,1.39,0.187,96.58,32.654,0.949,46,503.66,1035.77679
6,20,172,10,12.17,0.14558,1.45,0.187,96.56,36.6,0.949,67.6,571.07,1174.405455
6,20,172,11,12.77,0.18046,1.52,0.187,96.57,39.03,0.949,89.2,614.12,1262.93778
6,20,172,12,13.71,0.25312,1.58,0.21,96.6,40.502,0.949,110.8,745.86,1533.86109
6,20,172,13,13.49,0.23918,1.67,0.21,96.58,41.457,0.949,103.6,731.32,1503.95958
6,20,172,14,13.6,0.2594,1.75,0.21,96.59,40.755,0.949,96.4,684.3,1407.26295
6,20,172,15,12.96,0.20199,1.84,0.117,96.74,41.205,0.949,89.2,670.3,1378.47195
6,20,172,16,13.45,0.25913,1.84,0.117,96.63,40.68,0.949,77.63,559.48,1150.57062
6,20,172,17,13.2,0.24025,1.85,0.117,96.68,41.796,0.949,66.07,428.82,881.86833
6,20,172,18,11.22,0.05458,1.86,0.02,97.09,44.802,0.949,54.5,254.56,523.50264
6,20,172,19,12.35,0.18725,1.8,0.02,96.82,46.143,0.949,35.17,127.47,262.142055
6,20,172,20,11.77,0.15728,1.75,0.02,96.93,48.097,0.949,15.83,17.33,35.639145
6,20,172,21,9.63,0,1.69,0.033,97.18,49.995,0.949,-3.5,0,0
6,20,172,22,10.68,0.12022,1.64,0.033,97.11,52.637,0.949,-3.6,0,0
6,20,172,23,10.15,0.10868,1.6,0.033,97.14,55.41,0.949,-3.7,0,0
6,21,173,0,9.77,0.11199,1.56,0.237,97.07,57.231,0.989,-3.8,0,0
6,21,173,1,9.69,0.09062,1.46,0.237,97.16,56.734,0.989,-6.3,0,0
6,21,173,2,9.73,0.08163,1.35,0.237,97.12,54.122,0.989,-8.8,0,0
6,21,173,3,10.09,0.09836,1.25,0.143,97.12,50.107,0.989,-11.3,0,0
6,21,173,4,9.87,0.07484,1.23,0.143,97.08,46.448,0.989,-8.13,2.49,5.120685
6,21,173,5,9.98,0.07767,1.21,0.143,97.1,43.464,0.989,-4.97,33.14,68.15241
6,21,173,6,12.16,0.26327,1.19,0.477,97.3,41.387,0.989,-1.8,206.64,424.95516
6,21,173,7,10.76,0.084,1.28,0.477,97.16,41.76,0.989,11.23,317.17,652.260105
6,21,173,8,11.45,0.09591,1.37,0.477,97.22,43.7,0.989,24.27,419.7,863.11305
6,21,173,9,13.09,0.20336,1.44,0.863,97.42,44.693,0.989,37.3,513.38,1055.76597
6,21,173,10,12.46,0.11594,1.5,0.863,97.33,48.871,0.989,41.4,582.45,1197.808425
6,21,173,11,12.77,0.11949,1.55,0.863,97.37,50.482,0.989,45.5,626.51,1288.417815
6,21,173,12,14.34,0.25166,1.61,1.08,97.63,48.612,0.989,49.6,661.94,1361.27961
6,21,173,13,13.49,0.13885,1.56,1.08,97.47,49.37,0.989,38.63,649.32,1335.32658
6,21,173,14,13.9,0.1537,1.51,1.08,97.54,47.022,0.989,27.67,607.5,1249.32375
6,21,173,15,14.14,0.1446,1.46,1.453,97.79,44.232,0.989,16.7,553.66,1138.60179
6,21,173,16,14.26,0.16241,1.36,1.453,97.67,40.841,0.989,7.6,462.02,950.14413
6,21,173,17,14.19,0.15606,1.25,1.453,97.72,36.995,0.989,-1.5,353.9,727.79535
6,21,173,18,11.97,0,1.11,0.003,98.02,36.046,0.989,-10.6,290.5,597.41325
6,21,173,19,13.4,0.14311,1.06,0.003,97.84,30.383,0.989,-17.03,144.98,298.15137
6,21,173,20,12.67,0.14302,1.01,0.003,97.92,29.247,0.989,-23.47,19.58,40.26627
6,21,173,21,10.31,0.00608,0.96,0.007,98.12,28.211,0.989,-29.9,0,0
6,21,173,22,11.41,0.13868,1,0.007,98.04,28.092,0.989,-28.67,0,0
6,21,173,23,10.85,0.12268,1.03,0.007,98.08,27.534,0.989,-27.43,0,0
6,22,174,0,9.16,0.01192,1.07,0,98.25,26.481,1.04,-26.2,0,0
6,22,174,1,9.91,0.10146,1.09,0,98.15,25.44,1.04,-26.72,0,0
6,22,174,2,9.53,0.09696,1.12,0,98.19,24.833,1.04,-27.25,0,0
6,22,174,3,9.18,0.09453,1.16,0.003,98.35,24.653,1.04,-27.77,0,0
6,22,174,4,9.16,0.09817,1.24,0.003,98.27,25.541,1.04,-16.51,9.27,19.063755
6,22,174,5,9.16,0.10867,1.31,0.003,98.31,26.631,1.04,-5.26,130.26,267.87969
6,22,174,6,10.63,0.24205,1.36,0.001,98.53,27.693,1.04,6,279.82,575.44983
6,22,174,7,9.65,0.18929,1.44,0.001,98.39,29.123,1.04,34.63,430.79,885.919635
6,22,174,8,10.13,0.25934,1.51,0.001,98.45,30.706,1.04,63.27,570.96,1174.17924
6,22,174,9,13.14,0.56641,1.56,0.006,98.65,31.016,1.04,91.9,691.67,1422.419355
6,22,174,10,11.46,0.40704,1.55,0.006,98.56,34.507,1.04,108.93,785.19,1614.743235
6,22,174,11,12.29,0.48474,1.55,0.006,98.6,36.085,1.04,125.97,844.92,1737.57798
6,22,174,12,14.95,0.75813,1.54,0.007,98.7,34.092,1.04,143,816.75,1679.646375
6,22,174,13,13.74,0.61352,1.46,0.007,98.66,36.191,1.04,146.73,801.04,1647.33876
6,22,174,14,14.34,0.66321,1.38,0.007,98.68,35.931,1.04,150.47,749.54,1541.42901
6,22,174,15,14.39,0.65354,1.3,0.013,98.79,35.884,1.04,154.2,688.75,1416.414375
6,22,174,16,14.76,0.70945,1.22,0.013,98.72,34.644,1.04,110.03,574.49,1181.438685
6,22,174,17,14.57,0.70326,1.14,0.013,98.75,33.308,1.04,65.87,439.82,904.48983
6,22,174,18,11.71,0.42392,1.04,0.027,98.94,34.319,1.04,21.7,259.62,533.90853
6,22,174,19,13.48,0.61126,0.93,0.027,98.82,30.789,1.04,11.53,129.19,265.679235
6,22,174,20,12.59,0.53431,0.8,0.027,98.87,29.92,1.04,1.37,17.29,35.556885
6,22,174,21,9.46,0.24247,0.43,0.007,99.01,23.567,1.04,-8.8,0,0
6,22,174,22,10.95,0.37197,0.44,0.007,98.96,22.03,1.04,-9.3,0,0
6,22,174,23,10.2,0.31064,0.45,0.007,98.98,20.783,1.04,-9.8,0,0
6,23,175,0,6.96,0.06613,0.46,0,99.04,19.72,1.09,-10.3,0,0
6,23,175,1,8.62,0.22065,0.43,0,99.02,18.086,1.09,-9.5,0,0
6,23,175,2,7.79,0.19303,0.39,0,99.03,16.604,1.09,-8.7,0,0
6,23,175,3,7.89,0.2363,0.35,0,99.07,15.169,1.09,-7.9,0,0
6,23,175,4,7.27,0.18459,0.6,0,99.05,20.879,1.09,-1.13,8.68,17.85042
6,23,175,5,7.58,0.1972,0.63,0,99.06,22.409,1.09,5.63,128.5,264.26025
